w0,w1,w2,n,mle
he,moved,with,1,1.0067857358596944e-05
he,must,be,2,2.013571471719389e-05
he,must,behave,1,1.0067857358596944e-05
he,must,drink,1,1.0067857358596944e-05
he,must,have,4,4.027142943438778e-05
he,must,use,1,1.0067857358596944e-05
he,named,them,1,1.0067857358596944e-05
he,nearly,killed,1,1.0067857358596944e-05
he,needed,a,1,1.0067857358596944e-05
he,never,cared,1,1.0067857358596944e-05
he,never,fought,1,1.0067857358596944e-05
he,never,laughed,1,1.0067857358596944e-05
he,never,worked,1,1.0067857358596944e-05
he,no,longer,1,1.0067857358596944e-05
he,nodded,</s>,1,1.0067857358596944e-05
he,nodded,his,3,3.020357207579083e-05
he,nor,romero,1,1.0067857358596944e-05
he,nosed,at,1,1.0067857358596944e-05
he,offered,the,2,2.013571471719389e-05
he,only,answered,1,1.0067857358596944e-05
he,only,goes,1,1.0067857358596944e-05
he,only,left,1,1.0067857358596944e-05
he,opened,his,1,1.0067857358596944e-05
he,ought,to,1,1.0067857358596944e-05
he,owes,them,1,1.0067857358596944e-05
he,paid,no,1,1.0067857358596944e-05
he,passed,a,1,1.0067857358596944e-05
he,passed,through,1,1.0067857358596944e-05
he,paused,</s>,1,1.0067857358596944e-05
he,piled,in,1,1.0067857358596944e-05
he,pivoted,on,1,1.0067857358596944e-05
he,played,</s>,1,1.0067857358596944e-05
he,pointed,the,1,1.0067857358596944e-05
he,pointed,to,1,1.0067857358596944e-05
he,poured,out,1,1.0067857358596944e-05
he,poured,the,2,2.013571471719389e-05
he,prepared,him,1,1.0067857358596944e-05
he,prepped,for,1,1.0067857358596944e-05
he,probably,loved,1,1.0067857358596944e-05
he,profiled,directly,1,1.0067857358596944e-05
he,pulled,the,1,1.0067857358596944e-05
he,pulled,up,1,1.0067857358596944e-05
he,put,a,1,1.0067857358596944e-05
he,put,his,1,1.0067857358596944e-05
he,put,the,1,1.0067857358596944e-05
he,quivered,out,1,1.0067857358596944e-05
he,raised,his,2,2.013571471719389e-05
he,rang,the,1,1.0067857358596944e-05
he,reached,the,1,1.0067857358596944e-05
he,read,many,1,1.0067857358596944e-05
he,read,too,1,1.0067857358596944e-05
he,realized,that,1,1.0067857358596944e-05
he,really,did,1,1.0067857358596944e-05
he,really,wanted,1,1.0067857358596944e-05
he,remembers,everything,1,1.0067857358596944e-05
he,retired,the,1,1.0067857358596944e-05
he,returned,from,1,1.0067857358596944e-05
he,robert,</s>,1,1.0067857358596944e-05
he,rolled,over,1,1.0067857358596944e-05
he,rubbed,his,1,1.0067857358596944e-05
he,ruined,cohn,1,1.0067857358596944e-05
he,said,</s>,66,0.0006644785856673983
he,said,and,5,5.033928679298472e-05
he,said,anis,1,1.0067857358596944e-05
he,said,are,1,1.0067857358596944e-05
he,said,bathing,1,1.0067857358596944e-05
he,said,brett,2,2.013571471719389e-05
he,said,do,1,1.0067857358596944e-05
he,said,go,1,1.0067857358596944e-05
he,said,have,2,2.013571471719389e-05
he,said,he,1,1.0067857358596944e-05
he,said,hes,1,1.0067857358596944e-05
he,said,i,1,1.0067857358596944e-05
he,said,if,1,1.0067857358596944e-05
he,said,in,4,4.027142943438778e-05
he,said,isnt,1,1.0067857358596944e-05
he,said,it,4,4.027142943438778e-05
he,said,its,1,1.0067857358596944e-05
he,said,ive,1,1.0067857358596944e-05
he,said,izzarra,1,1.0067857358596944e-05
he,said,no,1,1.0067857358596944e-05
he,said,or,1,1.0067857358596944e-05
he,said,something,2,2.013571471719389e-05
he,said,stood,1,1.0067857358596944e-05
he,said,talk,1,1.0067857358596944e-05
he,said,they,1,1.0067857358596944e-05
he,said,this,1,1.0067857358596944e-05
he,said,to,4,4.027142943438778e-05
he,said,very,1,1.0067857358596944e-05
he,said,why,1,1.0067857358596944e-05
he,sat,back,1,1.0067857358596944e-05
he,sat,down,3,3.020357207579083e-05
he,sat,in,1,1.0067857358596944e-05
he,sat,on,1,1.0067857358596944e-05
he,saw,pedro,1,1.0067857358596944e-05
he,saw,the,1,1.0067857358596944e-05
he,say,</s>,2,2.013571471719389e-05
he,says,</s>,1,1.0067857358596944e-05
he,says,anything,1,1.0067857358596944e-05
he,says,he,1,1.0067857358596944e-05
he,says,some,1,1.0067857358596944e-05
he,says,the,1,1.0067857358596944e-05
he,seated,himself,1,1.0067857358596944e-05
he,seemed,glad,1,1.0067857358596944e-05
he,seemed,to,2,2.013571471719389e-05
he,seems,like,1,1.0067857358596944e-05
he,shook,hands,3,3.020357207579083e-05
he,shook,his,4,4.027142943438778e-05
he,should,be,3,3.020357207579083e-05
he,should,have,1,1.0067857358596944e-05
he,should,marry,1,1.0067857358596944e-05
he,shouldnt,be,1,1.0067857358596944e-05
he,shouldnt,mix,1,1.0067857358596944e-05
he,shoved,the,2,2.013571471719389e-05
he,showed,his,1,1.0067857358596944e-05
he,shut,his,1,1.0067857358596944e-05
he,sit,there,1,1.0067857358596944e-05
he,slapped,me,1,1.0067857358596944e-05
he,slurred,that,1,1.0067857358596944e-05
he,smiled,</s>,3,3.020357207579083e-05
he,smiled,again,1,1.0067857358596944e-05
he,smiled,and,1,1.0067857358596944e-05
he,smiled,anxious,1,1.0067857358596944e-05
he,smiled,as,1,1.0067857358596944e-05
he,smiled,his,2,2.013571471719389e-05
he,sobered,up,1,1.0067857358596944e-05
he,spends,a,1,1.0067857358596944e-05
he,spent,on,1,1.0067857358596944e-05
he,spoke,to,1,1.0067857358596944e-05
he,spread,his,1,1.0067857358596944e-05
he,started,</s>,1,1.0067857358596944e-05
he,started,back,1,1.0067857358596944e-05
he,started,bull,1,1.0067857358596944e-05
he,started,forward,1,1.0067857358596944e-05
he,started,to,2,2.013571471719389e-05
he,still,had,1,1.0067857358596944e-05
he,stood,in,1,1.0067857358596944e-05
he,stood,looking,1,1.0067857358596944e-05
he,stood,up,6,6.040714415158166e-05
he,stood,waiting,1,1.0067857358596944e-05
he,stopped,</s>,2,2.013571471719389e-05
he,stopped,drinking,1,1.0067857358596944e-05
he,stopped,for,1,1.0067857358596944e-05
he,stopped,his,1,1.0067857358596944e-05
he,swallowed,a,1,1.0067857358596944e-05
he,swung,from,1,1.0067857358596944e-05
he,talked,of,1,1.0067857358596944e-05
he,talked,several,1,1.0067857358596944e-05
he,talked,spanish,1,1.0067857358596944e-05
he,talks,that,1,1.0067857358596944e-05
he,tapped,on,1,1.0067857358596944e-05
he,think,i,1,1.0067857358596944e-05
he,think,youre,1,1.0067857358596944e-05
he,thinks,it,1,1.0067857358596944e-05
he,thinks,the,1,1.0067857358596944e-05
he,thought,about,1,1.0067857358596944e-05
he,thought,he,1,1.0067857358596944e-05
he,thought,i,2,2.013571471719389e-05
he,thought,she,1,1.0067857358596944e-05
he,thought,that,1,1.0067857358596944e-05
he,tied,all,1,1.0067857358596944e-05
he,tied,on,1,1.0067857358596944e-05
he,tipped,the,2,2.013571471719389e-05
he,told,every,1,1.0067857358596944e-05
he,told,me,1,1.0067857358596944e-05
he,took,a,4,4.027142943438778e-05
he,took,down,1,1.0067857358596944e-05
he,took,him,1,1.0067857358596944e-05
he,took,it,2,2.013571471719389e-05
he,took,me,1,1.0067857358596944e-05
he,took,one,1,1.0067857358596944e-05
he,took,out,2,2.013571471719389e-05
he,touched,his,1,1.0067857358596944e-05
he,transferred,the,1,1.0067857358596944e-05
he,tried,to,1,1.0067857358596944e-05
he,turned,and,2,2.013571471719389e-05
he,turned,around,1,1.0067857358596944e-05
he,turned,away,1,1.0067857358596944e-05
he,turned,his,1,1.0067857358596944e-05
he,turned,in,1,1.0067857358596944e-05
he,turned,out,1,1.0067857358596944e-05
he,turned,to,7,7.04750015101786e-05
he,turned,up,1,1.0067857358596944e-05
he,turned,with,1,1.0067857358596944e-05
he,used,</s>,1,1.0067857358596944e-05
he,used,to,1,1.0067857358596944e-05
he,usually,bets,1,1.0067857358596944e-05
he,very,bad,1,1.0067857358596944e-05
he,walked,out,1,1.0067857358596944e-05
he,walked,over,1,1.0067857358596944e-05
he,walked,with,1,1.0067857358596944e-05
he,wanted,me,3,3.020357207579083e-05
he,wanted,them,1,1.0067857358596944e-05
he,wanted,to,11,0.00011074643094456638
he,wants,</s>,2,2.013571471719389e-05
he,wants,to,5,5.033928679298472e-05
he,was,a,7,7.04750015101786e-05
he,was,all,1,1.0067857358596944e-05
he,was,almost,1,1.0067857358596944e-05
he,was,an,3,3.020357207579083e-05
he,was,and,1,1.0067857358596944e-05
he,was,angry,1,1.0067857358596944e-05
he,was,anxious,2,2.013571471719389e-05
he,was,arriving,1,1.0067857358596944e-05
he,was,ashamed,1,1.0067857358596944e-05
he,was,asleep,1,1.0067857358596944e-05
he,was,at,1,1.0067857358596944e-05
he,was,awfully,1,1.0067857358596944e-05
he,was,backing,1,1.0067857358596944e-05
he,was,being,4,4.027142943438778e-05
he,was,boasting,1,1.0067857358596944e-05
he,was,born,3,3.020357207579083e-05
he,was,called,1,1.0067857358596944e-05
he,was,carrying,1,1.0067857358596944e-05
he,was,class,1,1.0067857358596944e-05
he,was,climbing,1,1.0067857358596944e-05
he,was,coming,1,1.0067857358596944e-05
he,was,crying,2,2.013571471719389e-05
he,was,damn,1,1.0067857358596944e-05
he,was,damned,2,2.013571471719389e-05
he,was,drunk,1,1.0067857358596944e-05
he,was,face,1,1.0067857358596944e-05
he,was,fairly,1,1.0067857358596944e-05
he,was,fine,1,1.0067857358596944e-05
he,was,from,1,1.0067857358596944e-05
he,was,going,6,6.040714415158166e-05
he,was,having,1,1.0067857358596944e-05
he,was,holding,1,1.0067857358596944e-05
he,was,impressed,1,1.0067857358596944e-05
he,was,in,3,3.020357207579083e-05
he,was,insulted,2,2.013571471719389e-05
he,was,looking,3,3.020357207579083e-05
he,was,married,2,2.013571471719389e-05
he,was,middleweight,1,1.0067857358596944e-05
he,was,more,1,1.0067857358596944e-05
he,was,nervous,1,1.0067857358596944e-05
he,was,never,1,1.0067857358596944e-05
he,was,nice,1,1.0067857358596944e-05
he,was,nineteen,1,1.0067857358596944e-05
he,was,not,10,0.00010067857358596944
he,was,on,1,1.0067857358596944e-05
he,was,one,1,1.0067857358596944e-05
he,was,peeling,1,1.0067857358596944e-05
he,was,perfect,1,1.0067857358596944e-05
he,was,positively,1,1.0067857358596944e-05
he,was,pulling,1,1.0067857358596944e-05
he,was,putting,1,1.0067857358596944e-05
he,was,quite,1,1.0067857358596944e-05
he,was,reading,1,1.0067857358596944e-05
he,was,really,3,3.020357207579083e-05
he,was,reserved,1,1.0067857358596944e-05
he,was,riding,1,1.0067857358596944e-05
he,was,serious,1,1.0067857358596944e-05
he,was,shaving,1,1.0067857358596944e-05
he,was,shy,1,1.0067857358596944e-05
he,was,sitting,1,1.0067857358596944e-05
he,was,smoking,1,1.0067857358596944e-05
he,was,snotty,1,1.0067857358596944e-05
he,was,so,3,3.020357207579083e-05
he,was,sorry,1,1.0067857358596944e-05
he,was,speaking,1,1.0067857358596944e-05
he,was,spider,1,1.0067857358596944e-05
he,was,standing,4,4.027142943438778e-05
he,was,still,2,2.013571471719389e-05
he,was,sure,2,2.013571471719389e-05
he,was,surer,1,1.0067857358596944e-05
he,was,suspicious,1,1.0067857358596944e-05
he,was,sweating,1,1.0067857358596944e-05
he,was,talking,1,1.0067857358596944e-05
he,was,tanned,1,1.0067857358596944e-05
he,was,telling,1,1.0067857358596944e-05
he,was,terrible,1,1.0067857358596944e-05
he,was,the,2,2.013571471719389e-05
he,was,there,1,1.0067857358596944e-05
he,was,twenty,1,1.0067857358596944e-05
he,was,unattainable,1,1.0067857358596944e-05
he,was,utterly,1,1.0067857358596944e-05
he,was,very,9,9.06107162273725e-05
he,was,waiting,1,1.0067857358596944e-05
he,was,watching,1,1.0067857358596944e-05
he,was,weak,1,1.0067857358596944e-05
he,was,wet,1,1.0067857358596944e-05
he,was,what,1,1.0067857358596944e-05
he,was,wiping,1,1.0067857358596944e-05
he,was,you,1,1.0067857358596944e-05
he,wasnt,</s>,1,1.0067857358596944e-05
he,wasnt,a,1,1.0067857358596944e-05
he,wasnt,ashamed,1,1.0067857358596944e-05
he,wasnt,so,1,1.0067857358596944e-05
he,watched,the,2,2.013571471719389e-05
he,waved,</s>,1,1.0067857358596944e-05
he,waved,a,1,1.0067857358596944e-05
he,waved,and,1,1.0067857358596944e-05
he,went,</s>,1,1.0067857358596944e-05
he,went,away,1,1.0067857358596944e-05
he,went,by,1,1.0067857358596944e-05
he,went,home,1,1.0067857358596944e-05
he,went,in,2,2.013571471719389e-05
he,went,off,1,1.0067857358596944e-05
he,went,out,1,1.0067857358596944e-05
he,went,over,1,1.0067857358596944e-05
he,went,through,1,1.0067857358596944e-05
he,went,to,2,2.013571471719389e-05
he,were,ever,1,1.0067857358596944e-05
he,were,in,1,1.0067857358596944e-05
he,were,rocking,1,1.0067857358596944e-05
he,winked,at,2,2.013571471719389e-05
he,wiped,off,1,1.0067857358596944e-05
he,wiped,the,1,1.0067857358596944e-05
he,woke,as,1,1.0067857358596944e-05
he,wont,go,1,1.0067857358596944e-05
he,wore,a,2,2.013571471719389e-05
he,wore,on,1,1.0067857358596944e-05
he,wore,what,1,1.0067857358596944e-05
he,worked,accordingly,1,1.0067857358596944e-05
he,would,</s>,1,1.0067857358596944e-05
he,would,be,3,3.020357207579083e-05
he,would,go,1,1.0067857358596944e-05
he,would,knock,1,1.0067857358596944e-05
he,would,leave,1,1.0067857358596944e-05
he,would,not,5,5.033928679298472e-05
he,would,only,1,1.0067857358596944e-05
he,would,pay,1,1.0067857358596944e-05
he,would,rather,1,1.0067857358596944e-05
he,would,take,1,1.0067857358596944e-05
he,would,that,1,1.0067857358596944e-05
he,wouldnt,hit,1,1.0067857358596944e-05
he,wouldnt,keep,1,1.0067857358596944e-05
he,wouldnt,marry,1,1.0067857358596944e-05
he,wouldnt,send,1,1.0067857358596944e-05
he,wouldnt,sleep,1,1.0067857358596944e-05
he,wouldnt,wear,1,1.0067857358596944e-05
he,writes,a,1,1.0067857358596944e-05
he,writes,to,1,1.0067857358596944e-05
he,wrote,a,1,1.0067857358596944e-05
he,wrote,in,1,1.0067857358596944e-05
he,wrote,me,1,1.0067857358596944e-05
he,wrote,that,1,1.0067857358596944e-05
he,wrote,through,1,1.0067857358596944e-05
head,</s>,<s>,16,0.0001610857177375511
head,against,the,1,1.0067857358596944e-05
head,and,looked,1,1.0067857358596944e-05
head,and,said,1,1.0067857358596944e-05
head,and,smiled,1,1.0067857358596944e-05
head,and,swam,1,1.0067857358596944e-05
head,and,swept,1,1.0067857358596944e-05
head,and,walked,1,1.0067857358596944e-05
head,any,better,1,1.0067857358596944e-05
head,around,</s>,1,1.0067857358596944e-05
head,at,cohndidnt,1,1.0067857358596944e-05
head,at,the,1,1.0067857358596944e-05
head,away,</s>,1,1.0067857358596944e-05
head,could,hardly,1,1.0067857358596944e-05
head,deeper,into,1,1.0067857358596944e-05
head,early,in,1,1.0067857358596944e-05
head,first,</s>,1,1.0067857358596944e-05
head,going,down,1,1.0067857358596944e-05
head,hanging,down,1,1.0067857358596944e-05
head,in,</s>,1,1.0067857358596944e-05
head,in,his,1,1.0067857358596944e-05
head,in,the,2,2.013571471719389e-05
head,of,the,3,3.020357207579083e-05
head,of,water,1,1.0067857358596944e-05
head,on,his,2,2.013571471719389e-05
head,on,its,1,1.0067857358596944e-05
head,on,one,2,2.013571471719389e-05
head,out,</s>,1,1.0067857358596944e-05
head,poised,on,1,1.0067857358596944e-05
head,seemed,to,1,1.0067857358596944e-05
head,started,to,1,1.0067857358596944e-05
head,swinging,watching,1,1.0067857358596944e-05
head,through,between,1,1.0067857358596944e-05
head,tipped,back,1,1.0067857358596944e-05
head,twisted,he,1,1.0067857358596944e-05
head,up,as,1,1.0067857358596944e-05
head,up,the,1,1.0067857358596944e-05
head,waiter,</s>,1,1.0067857358596944e-05
head,waiter,came,1,1.0067857358596944e-05
head,was,back,1,1.0067857358596944e-05
head,was,down,1,1.0067857358596944e-05
head,went,back,1,1.0067857358596944e-05
head,went,forward,1,1.0067857358596944e-05
headache,</s>,<s>,2,2.013571471719389e-05
headache,and,had,1,1.0067857358596944e-05
headache,and,the,1,1.0067857358596944e-05
headbut,theyre,not,1,1.0067857358596944e-05
headed,and,wearing,1,1.0067857358596944e-05
headland,</s>,<s>,1,1.0067857358596944e-05
headlands,of,the,1,1.0067857358596944e-05
headlands,the,white,1,1.0067857358596944e-05
headlight,coming,up,1,1.0067857358596944e-05
heads,a,little,1,1.0067857358596944e-05
heads,and,shoulders,2,2.013571471719389e-05
heads,and,trotting,1,1.0067857358596944e-05
heads,back,their,1,1.0067857358596944e-05
heads,down,</s>,1,1.0067857358596944e-05
heads,in,the,2,2.013571471719389e-05
heads,of,the,1,1.0067857358596944e-05
heads,pointing,the,1,1.0067857358596944e-05
heads,side,by,1,1.0067857358596944e-05
heads,sunken,their,1,1.0067857358596944e-05
heads,toward,the,1,1.0067857358596944e-05
heads,up,and,1,1.0067857358596944e-05
healthful,shock,</s>,1,1.0067857358596944e-05
healthy,</s>,<s>,1,1.0067857358596944e-05
healthy,and,i,1,1.0067857358596944e-05
healthy,conceit,that,1,1.0067857358596944e-05
healthy,long,</s>,1,1.0067857358596944e-05
healthy,looking,</s>,1,1.0067857358596944e-05
healthy,stomach,</s>,1,1.0067857358596944e-05
healthy,wench,</s>,1,1.0067857358596944e-05
hear,</s>,<s>,2,2.013571471719389e-05
hear,about,</s>,1,1.0067857358596944e-05
hear,all,this,1,1.0067857358596944e-05
hear,brett,say,1,1.0067857358596944e-05
hear,from,cohn,1,1.0067857358596944e-05
hear,from,the,1,1.0067857358596944e-05
hear,it,</s>,1,1.0067857358596944e-05
hear,me,go,1,1.0067857358596944e-05
hear,my,feet,1,1.0067857358596944e-05
hear,our,conversation,1,1.0067857358596944e-05
hear,robert,</s>,1,1.0067857358596944e-05
hear,some,more,1,1.0067857358596944e-05
hear,that,henry,1,1.0067857358596944e-05
hear,the,music,1,1.0067857358596944e-05
hear,them,</s>,1,1.0067857358596944e-05
hear,themselves,talk,1,1.0067857358596944e-05
hear,you,had,1,1.0067857358596944e-05
hear,you,really,1,1.0067857358596944e-05
hear,you,talk,1,1.0067857358596944e-05
heard,</s>,<s>,1,1.0067857358596944e-05
heard,and,i,1,1.0067857358596944e-05
heard,bill,singing,1,1.0067857358596944e-05
heard,brett,and,1,1.0067857358596944e-05
heard,brett,go,1,1.0067857358596944e-05
heard,brett,put,1,1.0067857358596944e-05
heard,bretts,voice,1,1.0067857358596944e-05
heard,cohn,had,1,1.0067857358596944e-05
heard,frances,had,1,1.0067857358596944e-05
heard,from,mike,1,1.0067857358596944e-05
heard,him,come,1,1.0067857358596944e-05
heard,him,in,1,1.0067857358596944e-05
heard,him,make,1,1.0067857358596944e-05
heard,his,taxi,1,1.0067857358596944e-05
heard,it,was,1,1.0067857358596944e-05
heard,my,name,1,1.0067857358596944e-05
heard,of,brett,1,1.0067857358596944e-05
heard,so,much,1,1.0067857358596944e-05
heard,that,</s>,1,1.0067857358596944e-05
heard,the,cattle,1,1.0067857358596944e-05
heard,the,door,1,1.0067857358596944e-05
heard,the,pipes,1,1.0067857358596944e-05
heard,the,rocket,1,1.0067857358596944e-05
heard,the,train,1,1.0067857358596944e-05
heard,the,wind,1,1.0067857358596944e-05
heard,their,bells,1,1.0067857358596944e-05
heard,them,laugh,1,1.0067857358596944e-05
heard,them,singing,1,1.0067857358596944e-05
heard,them,talking,4,4.027142943438778e-05
heard,them,yell,1,1.0067857358596944e-05
hearing,anything,only,1,1.0067857358596944e-05
heat,</s>,<s>,1,1.0067857358596944e-05
heat,and,climbed,1,1.0067857358596944e-05
heat,baked,mountains,1,1.0067857358596944e-05
heat,of,madrid,1,1.0067857358596944e-05
heat,of,the,2,2.013571471719389e-05
heat,outside,through,1,1.0067857358596944e-05
heather,</s>,<s>,1,1.0067857358596944e-05
heavily,and,i,1,1.0067857358596944e-05
heavy,and,black,1,1.0067857358596944e-05
heavy,and,smoothly,1,1.0067857358596944e-05
heavy,cape,</s>,1,1.0067857358596944e-05
heavy,footed,horses,1,1.0067857358596944e-05
heavy,from,the,1,1.0067857358596944e-05
heavy,gold,brocaded,1,1.0067857358596944e-05
heavy,leather,door,1,1.0067857358596944e-05
heavy,leather,sword,1,1.0067857358596944e-05
heavy,muddy,sided,1,1.0067857358596944e-05
heavy,pigskin,cigar,1,1.0067857358596944e-05
heavy,slowly,sure,1,1.0067857358596944e-05
heavy,trams,go,1,1.0067857358596944e-05
heavy,water,above,1,1.0067857358596944e-05
heavyweights,</s>,<s>,1,1.0067857358596944e-05
hed,be,dangerous,1,1.0067857358596944e-05
hed,be,good,1,1.0067857358596944e-05
hed,been,knocked,1,1.0067857358596944e-05
hed,come,into,1,1.0067857358596944e-05
hed,gone,to,1,1.0067857358596944e-05
hed,have,gotten,1,1.0067857358596944e-05
hed,have,knocked,1,1.0067857358596944e-05
hed,kill,her,1,1.0067857358596944e-05
hed,kill,him,2,2.013571471719389e-05
hed,mind,now,1,1.0067857358596944e-05
hed,only,been,1,1.0067857358596944e-05
hed,worn,at,1,1.0067857358596944e-05
heels,touched,</s>,1,1.0067857358596944e-05
height,of,land,1,1.0067857358596944e-05
hel,lo,</s>,2,2.013571471719389e-05
hel,lo,jake,1,1.0067857358596944e-05
held,cards,and,1,1.0067857358596944e-05
held,down,the,1,1.0067857358596944e-05
held,five,litres,1,1.0067857358596944e-05
held,her,close,1,1.0067857358596944e-05
held,him,and,2,2.013571471719389e-05
held,him,off,1,1.0067857358596944e-05
held,him,with,1,1.0067857358596944e-05
held,it,up,2,2.013571471719389e-05
held,low,sighting,1,1.0067857358596944e-05
held,the,bag,1,1.0067857358596944e-05
held,the,bottle,1,1.0067857358596944e-05
held,the,brush,1,1.0067857358596944e-05
held,the,wine,1,1.0067857358596944e-05
held,them,and,1,1.0067857358596944e-05
held,two,litres,1,1.0067857358596944e-05
held,up,her,1,1.0067857358596944e-05
hell,</s>,<s>,20,0.00020135714717193888
hell,again,</s>,2,2.013571471719389e-05
hell,and,damnation,1,1.0067857358596944e-05
hell,and,im,1,1.0067857358596944e-05
hell,are,they,1,1.0067857358596944e-05
hell,be,all,1,1.0067857358596944e-05
hell,behave,</s>,1,1.0067857358596944e-05
hell,bill,said,1,1.0067857358596944e-05
hell,brett,said,1,1.0067857358596944e-05
hell,cohn,mike,1,1.0067857358596944e-05
hell,come,over,1,1.0067857358596944e-05
hell,didnt,you,1,1.0067857358596944e-05
hell,do,</s>,2,2.013571471719389e-05
hell,get,out,1,1.0067857358596944e-05
hell,have,you,1,1.0067857358596944e-05
hell,he,wasnt,1,1.0067857358596944e-05
hell,i,said,3,3.020357207579083e-05
hell,i,was,1,1.0067857358596944e-05
hell,is,cohn,1,1.0067857358596944e-05
hell,is,it,1,1.0067857358596944e-05
hell,ive,put,1,1.0067857358596944e-05
hell,jake,</s>,2,2.013571471719389e-05
hell,just,wade,1,1.0067857358596944e-05
hell,live,a,1,1.0067857358596944e-05
hell,mike,</s>,1,1.0067857358596944e-05
hell,naturally,</s>,1,1.0067857358596944e-05
hell,never,be,1,1.0067857358596944e-05
hell,of,a,14,0.0001409500030203572
hell,of,an,1,1.0067857358596944e-05
hell,on,earth,1,1.0067857358596944e-05
hell,on,one,1,1.0067857358596944e-05
hell,paved,with,1,1.0067857358596944e-05
hell,robert,i,1,1.0067857358596944e-05
hell,should,i,1,1.0067857358596944e-05
hell,some,day,1,1.0067857358596944e-05
hell,there,isnt,1,1.0067857358596944e-05
hell,they,didnt,1,1.0067857358596944e-05
hell,to,get,1,1.0067857358596944e-05
hell,up,here,1,1.0067857358596944e-05
hell,were,you,1,1.0067857358596944e-05
hell,with,brett,1,1.0067857358596944e-05
hell,with,cohn,1,1.0067857358596944e-05
hell,with,him,3,3.020357207579083e-05
hell,with,people,1,1.0067857358596944e-05
hell,with,women,1,1.0067857358596944e-05
hell,with,you,2,2.013571471719389e-05
hell,with,your,1,1.0067857358596944e-05
hell,would,he,1,1.0067857358596944e-05
hell,you,did,1,1.0067857358596944e-05
hell,you,dont,1,1.0067857358596944e-05
hello,</s>,<s>,1,1.0067857358596944e-05
hello,brett,i,1,1.0067857358596944e-05
hello,darling,</s>,1,1.0067857358596944e-05
hello,darling,said,1,1.0067857358596944e-05
hello,frances,said,1,1.0067857358596944e-05
hello,gents,</s>,1,1.0067857358596944e-05
hello,jake,</s>,3,3.020357207579083e-05
hello,jake,he,2,2.013571471719389e-05
hello,jake,mike,1,1.0067857358596944e-05
hello,men,i,1,1.0067857358596944e-05
hello,robert,</s>,1,1.0067857358596944e-05
hello,robert,harvey,1,1.0067857358596944e-05
hello,robert,i,1,1.0067857358596944e-05
hello,said,brett,1,1.0067857358596944e-05
hello,she,said,1,1.0067857358596944e-05
hello,you,bums,1,1.0067857358596944e-05
hello,you,chaps,4,4.027142943438778e-05
hello,you,old,1,1.0067857358596944e-05
hello,zizi,brett,1,1.0067857358596944e-05
hells,own,amount,2,2.013571471719389e-05
hells,own,drag,1,1.0067857358596944e-05
hells,own,shakes,1,1.0067857358596944e-05
hells,own,store,1,1.0067857358596944e-05
help,anything,</s>,1,1.0067857358596944e-05
help,her,with,1,1.0067857358596944e-05
help,him,any,1,1.0067857358596944e-05
help,it,</s>,5,5.033928679298472e-05
help,looking,at,1,1.0067857358596944e-05
help,me,</s>,1,1.0067857358596944e-05
help,them,</s>,1,1.0067857358596944e-05
help,you,</s>,1,1.0067857358596944e-05
help,you,any,1,1.0067857358596944e-05
help,you,i,1,1.0067857358596944e-05
help,young,writers,1,1.0067857358596944e-05
helped,him,hed,1,1.0067857358596944e-05
helped,me,up,1,1.0067857358596944e-05
helped,pay,brett,1,1.0067857358596944e-05
helped,us,down,1,1.0067857358596944e-05
helps,it,i,1,1.0067857358596944e-05
hen,coop,with,1,1.0067857358596944e-05
hence,any,different,1,1.0067857358596944e-05
hendaye,</s>,<s>,2,2.013571471719389e-05
hendaye,had,a,1,1.0067857358596944e-05
henry,</s>,<s>,1,1.0067857358596944e-05
henry,said,the,1,1.0067857358596944e-05
henry,the,count,2,2.013571471719389e-05
henry,wilson,so,1,1.0067857358596944e-05
henrys,bicycle,</s>,1,1.0067857358596944e-05
her,</s>,<s>,38,0.00038257857962668384
her,a,certain,1,1.0067857358596944e-05
her,a,couple,1,1.0067857358596944e-05
her,a,fearful,1,1.0067857358596944e-05
her,a,glass,1,1.0067857358596944e-05
her,a,little,1,1.0067857358596944e-05
her,a,long,1,1.0067857358596944e-05
her,about,watching,1,1.0067857358596944e-05
her,across,the,2,2.013571471719389e-05
her,all,that,1,1.0067857358596944e-05
her,and,he,1,1.0067857358596944e-05
her,and,of,1,1.0067857358596944e-05
her,and,she,4,4.027142943438778e-05
her,and,that,1,1.0067857358596944e-05
her,and,watched,1,1.0067857358596944e-05
her,anything,more,1,1.0067857358596944e-05
her,apron,</s>,1,1.0067857358596944e-05
her,apron,and,2,2.013571471719389e-05
her,around,for,1,1.0067857358596944e-05
her,as,an,1,1.0067857358596944e-05
her,at,any,1,1.0067857358596944e-05
her,attitude,toward,1,1.0067857358596944e-05
her,back,</s>,2,2.013571471719389e-05
her,bad,teeth,1,1.0067857358596944e-05
her,bag,made,1,1.0067857358596944e-05
her,bags,fell,1,1.0067857358596944e-05
her,bathing,suit,1,1.0067857358596944e-05
her,bed,in,1,1.0067857358596944e-05
her,before,</s>,1,1.0067857358596944e-05
her,bright,terribly,1,1.0067857358596944e-05
her,brown,back,1,1.0067857358596944e-05
her,but,its,1,1.0067857358596944e-05
her,chin,lifting,1,1.0067857358596944e-05
her,cigarette,holder,1,1.0067857358596944e-05
her,circe,mike,1,1.0067857358596944e-05
her,close,</s>,1,1.0067857358596944e-05
her,comfortable,lap,1,1.0067857358596944e-05
