,Sentence,sentiment,CompScore,PosScore,NegScore,NeuScore,PosFlag,NegFlag,NeuFlag
451,We walked across the gravel under the trees to the hotel.,-0.128,-0.128,0.0,0.13,0.87,0,1,0
452,They went up-stairs and I stopped to speak with Montoya.,-0.2263,-0.2263,0.0,0.192,0.808,0,1,0
453,"“Where’s Cohn?” “Up-stairs in his room.” “How does he feel?” “Like hell, naturally.",-0.7149,-0.7149,0.0,0.292,0.708,0,1,0
454,Mike was awful.,-0.4588,-0.4588,0.0,0.6,0.4,0,1,0
455,He’s terrible when he’s tight.” “He wasn’t so tight.” “The hell he wasn’t.,-0.8387,-0.8387,0.0,0.42,0.58,0,1,0
456,He was terrible.,-0.4767,-0.4767,0.0,0.608,0.392,0,1,0
457,It was like certain dinners I remember from the war.,-0.0772,-0.0772,0.317,0.269,0.414,0,1,0
458,"There was much wine, an ignored tension, and a feeling of things coming that you could not prevent happening.",-0.4895,-0.4895,0.071,0.268,0.661,0,1,0
459,Under the wine I lost the disgusted feeling and was happy.,-0.128,-0.128,0.308,0.337,0.355,0,1,0
460,"I knew I was quite drunk, and when I came in I put on the light over the head of the bed and started to read.",-0.4005,-0.4005,0.0,0.114,0.886,0,1,0
461,I was very drunk and I did not want to shut my eyes because the room would go round and round.,-0.4432,-0.4432,0.0,0.187,0.813,0,1,0
462,There is no reason why because it is dark you should look at things differently from when it is light.,-0.296,-0.296,0.0,0.104,0.896,0,1,0
463,The hell there isn’t!,-0.7088,-0.7088,0.0,0.62,0.38,0,1,0
464,"To hell with women, anyway.",-0.6808,-0.6808,0.0,0.535,0.465,0,1,0
465,"To hell with you, Brett Ashley.",-0.6808,-0.6808,0.0,0.479,0.521,0,1,0
466,That only delayed the presentation of the bill.,-0.2263,-0.2263,0.0,0.213,0.787,0,1,0
467,Not like the woman pays and pays and pays.,-0.2755,-0.2755,0.0,0.209,0.791,0,1,0
468,No idea of retribution or punishment.,-0.6597,-0.6597,0.0,0.574,0.426,0,1,0
469,I did not care what it was all about.,-0.3875,-0.3875,0.0,0.273,0.727,0,1,0
470,"I wished Mike would not behave so terribly to Cohn, though.",-0.6825,-0.6825,0.0,0.339,0.661,0,1,0
471,Mike was a bad drunk.,-0.7096,-0.7096,0.0,0.747,0.253,0,1,0
472,Mike was unpleasant after he passed a certain point.,-0.25,-0.25,0.188,0.277,0.536,0,1,0
473,I liked to see him hurt Cohn.,-0.1531,-0.1531,0.275,0.333,0.392,0,1,0
474,"I wished he would not do it, though, because afterward it made me disgusted at myself.",-0.5267,-0.5267,0.0,0.195,0.805,0,1,0
475,That was morality; things that made you disgusted afterward.,-0.5267,-0.5267,0.0,0.298,0.702,0,1,0
476,"No, that must be immorality.",-0.4215,-0.4215,0.0,0.559,0.441,0,1,0
477,"*        *        *        *        * The next two days in Pamplona were quiet, and there were no more rows.",-0.296,-0.296,0.0,0.145,0.855,0,1,0
478,"Out on the plateau beyond the town employees of the bull-ring exercised picador horses, galloping them stiff-legged on the hard, sun-baked fields behind the bull-ring.",-0.1027,-0.1027,0.0,0.055,0.945,0,1,0
479,"The ring was rolled and sprinkled, and carpenters replaced weakened or cracked planks in the barrera.",-0.3182,-0.3182,0.0,0.133,0.867,0,1,0
480,Standing at the edge of the smooth rolled sand you could look up in the empty stands and see old women sweeping out the boxes.,-0.2023,-0.2023,0.0,0.07,0.93,0,1,0
481,In the big square that was the centre of the town there was no change yet.,-0.296,-0.296,0.0,0.128,0.872,0,1,0
482,The tall gray motor-buses were the only life of the square except for the pigeons and the man with a hose who sprinkled the gravelled square and watered the streets.,-0.2263,-0.2263,0.0,0.064,0.936,0,1,0
483,It was a quiet life and no one was drunk.,-0.5574,-0.5574,0.0,0.397,0.603,0,1,0
484,"She said she wanted to hear me go to confession, but I told her that not only was it impossible but it was not as interesting as it sounded, and, besides, it would be in a language she did not know.",-0.438,-0.438,0.0,0.071,0.929,0,1,0
485,There is no other way to describe it.,-0.296,-0.296,0.0,0.239,0.761,0,1,0
486,They were replaced by cast-iron tables and severe folding chairs.,-0.3818,-0.3818,0.0,0.224,0.776,0,1,0
487,"By the time the second rocket had burst there were so many people in the arcade, that had been empty a minute before, that the waiter, holding the bottle high up over his head, could hardly get through the crowd to our table.",-0.2023,-0.2023,0.0,0.042,0.958,0,1,0
488,"When the fifers stopped they all crouched down in the street, and when the reed-pipes and the fifes shrilled, and the flat, dry, hollow drums tapped it out again, they all went up in the air dancing.",-0.2263,-0.2263,0.0,0.05,0.95,0,1,0
489,The square was emptying of people and the crowd was filling the cafés.,-0.1531,-0.1531,0.0,0.118,0.882,0,1,0
490,"We started inside and there was a smell of incense and people filing back into the church, but Brett was stopped just inside the door because she had no hat, so we went out again and along the street that ran back from the chapel into town.",-0.631,-0.631,0.0,0.105,0.895,0,1,0
491,Brett wanted to dance but they did not want her to.,-0.0857,-0.0857,0.0,0.118,0.882,0,1,0
492,“I’ll go get a couple.” The dancers did not want me to go out.,-0.0572,-0.0572,0.0,0.092,0.908,0,1,0
493,Beating time on Bill’s back.,-0.4588,-0.4588,0.0,0.429,0.571,0,1,0
494,"He took one down, blew it up, screwed the nozzle tight, and then jumped on it “See!",-0.5411,-0.5411,0.0,0.179,0.821,0,1,0
495,The lowest price.” The man who was stencilling the new ones and tossing them into a pile stopped.,-0.5423,-0.5423,0.0,0.231,0.769,0,1,0
496,"Some one at the counter, that I had never seen before, tried to pay for the wine, but I finally paid for it myself.",-0.0516,-0.0516,0.0,0.054,0.946,0,1,0
497,The man who had wanted to pay then bought me a drink.,-0.1027,-0.1027,0.0,0.123,0.877,0,1,0
498,"“Where the hell is Cohn?” “I don’t know,” Mike said.",-0.6808,-0.6808,0.0,0.338,0.662,0,1,0
499,“Let’s translate Brett to the hotel.” We said good-bye to many people and shook hands with many people and went out.,-0.1027,-0.1027,0.0,0.065,0.935,0,1,0
500,"“You’ve been asleep two days.” “No,” said Cohn, “what time is it?” “It’s ten o’clock.” “What a lot we’ve drunk.” “You mean what a lot _we’ve_ drunk.",-0.34,-0.34,0.0,0.091,0.909,0,1,0
501,Down below the narrow street was empty.,-0.2023,-0.2023,0.0,0.231,0.769,0,1,0
502,How was it?” “Grand.” “Where you going?” “To sleep.” No one was up before noon.,-0.3736,-0.3736,0.0,0.155,0.845,0,1,0
503,"The café did not make this same noise at any other time, no matter how crowded it was.",-0.2732,-0.2732,0.057,0.114,0.829,0,1,0
504,I had taken six seats for all the fights.,-0.4019,-0.4019,0.0,0.278,0.722,0,1,0
505,"Three of them were barreras, the first row at the ring-side, and three were sobrepuertos, seats with wooden backs, half-way up the amphitheatre.",-0.0516,-0.0516,0.0,0.052,0.948,0,1,0
506,"“Watch the charge and see the picador try and keep the bull off, but then don’t look again until the horse is dead if it’s been hit.” “I’m a little nervy about it,” Brett said.",-0.7876,-0.7876,0.0,0.153,0.847,0,1,0
507,“I’m worried whether I’ll be able to go through with it all right.” “You’ll be all right.,-0.296,-0.296,0.0,0.121,0.879,0,1,0
508,"There’s nothing but that horse part that will bother you, and they’re only in for a few minutes with each bull.",-0.4767,-0.4767,0.0,0.14,0.86,0,1,0
509,We walked around through the arcade to avoid the heat of the square.,-0.296,-0.296,0.0,0.155,0.845,0,1,0
510,"“Oh, to hell with him!” “He spends a lot of time there.” “I want him to stay there.” In the hotel on the stairs we met Montoya.",-0.68,-0.68,0.043,0.162,0.795,0,1,0
511,It was a gloomy room with a little light coming in from the window on the narrow street.,-0.1531,-0.1531,0.0,0.096,0.904,0,1,0
512,Romero listened very seriously.,-0.2484,-0.2484,0.0,0.399,0.601,0,1,0
513,"“You know English,” I said, feeling like an idiot.",-0.0772,-0.0772,0.325,0.268,0.407,0,1,0
514,"The boy was nineteen years old, alone except for his sword-handler, and the three hangers-on, and the bull-fight was to commence in twenty minutes.",-0.25,-0.25,0.0,0.08,0.92,0,1,0
515,"We wished him “Mucha suerte,” shook hands, and went out.",-0.1027,-0.1027,0.0,0.135,0.865,0,1,0
516,After Romero had killed his first bull Montoya caught my eye and nodded his head.,-0.6705,-0.6705,0.0,0.243,0.757,0,1,0
517,"But there was no comparison with Romero, although neither of his bulls was much.",-0.4215,-0.4215,0.0,0.177,0.823,0,1,0
518,"The drums pounded and the pipe music was shrill, and everywhere the flow of the crowd was broken by patches of dancers.",-0.4767,-0.4767,0.0,0.129,0.871,0,1,0
519,Then the music broke wildly and the step was finished and they were all dancing on up the street.,-0.4215,-0.4215,0.0,0.135,0.865,0,1,0
520,"“She’s an extraordinary wench.” “They do have some rather awful things happen to them,” Brett said.",-0.4588,-0.4588,0.0,0.167,0.833,0,1,0
521,"“I couldn’t look away, though.” “Did you feel all right?” “I didn’t feel badly at all.” “Robert Cohn did,” Mike put in.",-0.4767,-0.4767,0.0,0.129,0.871,0,1,0
522,"“You were quite green, Robert.” “The first horse did bother me,” Cohn said.",-0.34,-0.34,0.0,0.167,0.833,0,1,0
523,"“You weren’t bored, were you?” asked Bill.",-0.2732,-0.2732,0.0,0.259,0.741,0,1,0
524,I wasn’t bored.,-0.2732,-0.2732,0.0,0.677,0.323,0,1,0
525,It was just for a minute.” “I thought he was going to be sick.,-0.5106,-0.5106,0.0,0.216,0.784,0,1,0
526,"You weren’t bored, were you, Robert?” “Let up on that, Mike.",-0.2732,-0.2732,0.0,0.174,0.826,0,1,0
527,"I said I was sorry I said it.” “He was, you know.",-0.0772,-0.0772,0.0,0.14,0.86,0,1,0
528,"“There’s a dreadful moment for me just when the bull starts for the horse.” “The bulls were fine,” Cohn said.",-0.4404,-0.4404,0.0,0.139,0.861,0,1,0
529,"“That Romero lad is just a child.” “He’s a damned good-looking boy,” I said.",-0.3818,-0.3818,0.0,0.206,0.794,0,1,0
530,"No one else did either, except the hard-shelled technicians.",-0.296,-0.296,0.0,0.216,0.784,0,1,0
531,"I told her about watching the bull, not the horse, when the bulls charged the picadors, and got her to watching the picador place the point of his pic so that she saw what it was all about, so that it became more something that was going on with a definite end, and less of a spectacle with unexplained horrors.",-0.5267,-0.5267,0.034,0.089,0.877,0,1,0
532,"I had her watch how Romero took the bull away from a fallen horse with his cape, and how he held him with the cape and turned him, smoothly and suavely, never wasting the bull.",-0.0624,-0.0624,0.063,0.07,0.867,0,1,0
533,"She saw how Romero avoided every brusque movement and saved his bulls for the last when he wanted them, not winded and discomposed but smoothly worn down.",-0.3818,-0.3818,0.062,0.148,0.789,0,1,0
534,"She saw how close Romero always worked to the bull, and I pointed out to her the tricks the other bull-fighters used to make it look as though they were working closely.",-0.128,-0.128,0.0,0.048,0.952,0,1,0
535,"The others twisted themselves like corkscrews, their elbows raised, and leaned against the flanks of the bull after his horns had passed, to give a faked look of danger.",-0.2263,-0.2263,0.078,0.107,0.815,0,1,0
536,"Afterward, all that was faked turned bad and gave an unpleasant feeling.",-0.7269,-0.7269,0.088,0.386,0.526,0,1,0
537,"I told her how since the death of Joselito all the bull-fighters had been developing a technic that simulated this appearance of danger in order to give a fake emotional feeling, while the bull-fighter was really safe.",-0.7275,-0.7275,0.141,0.233,0.626,0,1,0
538,"Romero had the old thing, the holding of his purity of line through the maximum of exposure, while he dominated the bull by making him realize he was unattainable, while he prepared him for the killing.",-0.5423,-0.5423,0.047,0.109,0.844,0,1,0
539,"“I’ve never seen him do an awkward thing,” Brett said.",-0.1531,-0.1531,0.0,0.151,0.849,0,1,0
540,“He knows too damned much.” “He knew everything when he started.,-0.3818,-0.3818,0.0,0.206,0.794,0,1,0
541,"“Drunk all day and spend all their time beating their poor old mothers.” “He looks that way,” Brett said.",-0.7269,-0.7269,0.0,0.264,0.736,0,1,0
542,"They had hitched the mules to the dead bull and then the whips cracked, the men ran, and the mules, straining forward, their legs pushing, broke into a gallop, and the bull, one horn up, his head on its side, swept a swath smoothly across the sand and out the red gate.",-0.8555,-0.8555,0.0,0.167,0.833,0,1,0
543,"“These bull-fights are hell on one,” Brett said.",-0.6808,-0.6808,0.0,0.397,0.603,0,1,0
544,"It was Miura bulls, and a very bad bull-fight.",-0.5849,-0.5849,0.0,0.351,0.649,0,1,0
545,The next day there was no bull-fight scheduled.,-0.296,-0.296,0.0,0.239,0.761,0,1,0
546,You could not see the tops of the mountains.,-0.4023,-0.4023,0.0,0.252,0.748,0,1,0
547,"The plateau was dull and gloomy, and the shapes of the trees and the houses were changed.",-0.5106,-0.5106,0.0,0.223,0.777,0,1,0
548,The bad weather was coming over the mountains from the sea.,-0.5423,-0.5423,0.0,0.259,0.741,0,1,0
549,"The crowd was in the cafés and the dancers came in, too, and sat, their tight-wound white legs under the tables, shaking the water from their belled caps, and spreading their red and purple jackets over the chairs to dry.",-0.1779,-0.1779,0.0,0.042,0.958,0,1,0
550,It was raining hard outside.,-0.1027,-0.1027,0.0,0.259,0.741,0,1,0
551,Montoya was standing there looking more embarrassed.,-0.4201,-0.4201,0.0,0.318,0.682,0,1,0
552,I don’t think they’ll be back to-night.” Montoya stood embarrassed.,-0.3612,-0.3612,0.0,0.238,0.762,0,1,0
553,"I was drinking red wine, and so far behind them that I felt a little uncomfortable about all this shoe-shining.",-0.3197,-0.3197,0.0,0.126,0.874,0,1,0
554,We talked Spanish and the critic knew a little French.,-0.2732,-0.2732,0.0,0.208,0.792,0,1,0
555,"I reached to our table for my wine-bottle, but the critic took my arm.",-0.3506,-0.3506,0.081,0.178,0.741,0,1,0
556,"He was anxious to know the English for _Corrida de toros_, the exact translation.",-0.25,-0.25,0.0,0.133,0.867,0,1,0
557,Bull-fight he was suspicious of.,-0.3612,-0.3612,0.0,0.385,0.615,0,1,0
558,The critic put that in.,-0.2732,-0.2732,0.0,0.344,0.656,0,1,0
559,There is no Spanish word for bull-fight.,-0.296,-0.296,0.0,0.268,0.732,0,1,0
560,"It was really only two, but I did not want to explain after I had made the mistake.",-0.5319,-0.5319,0.0,0.24,0.76,0,1,0
561,"In Madrid?” “Yes,” I lied.",-0.3818,-0.3818,0.0,0.464,0.536,0,1,0
562,You remember?” He turned to the critic.,-0.2732,-0.2732,0.0,0.259,0.741,0,1,0
563,"“I am anxious to see it,” the critic said.",-0.4767,-0.4767,0.0,0.369,0.631,0,1,0
564,He was serious.,-0.0772,-0.0772,0.0,0.394,0.606,0,1,0
565,"“They won’t weigh twenty-six arrobas,” said the critic.",-0.2732,-0.2732,0.0,0.231,0.769,0,1,0
566,"“They’ve got bananas for horns,” the critic said.",-0.2732,-0.2732,0.0,0.231,0.769,0,1,0
567,"“We’re talking bulls.” “You _are_ superior.” “Tell him that bulls have no balls,” Mike shouted.",-0.296,-0.296,0.0,0.136,0.864,0,1,0
568,He was drunk.,-0.34,-0.34,0.0,0.545,0.455,0,1,0
569,Tell him I’m ashamed of being a writer.” Pedro Romero was sitting beside Brett and listening to her.,-0.4767,-0.4767,0.0,0.162,0.838,0,1,0
570,"He’s waiting to marry this lady.” “Tell him bulls have no balls!” Mike shouted, very drunk, from the other end of the table.",-0.6352,-0.6352,0.0,0.198,0.802,0,1,0
571,“Tell him bulls have no balls!” “You understand?” I said.,-0.3595,-0.3595,0.0,0.238,0.762,0,1,0
572,"But it went off all right, and Pedro Romero shook hands with every one and he and the critic went out together.",-0.5023,-0.5023,0.0,0.175,0.825,0,1,0
573,“And Jake kept interrupting me.,-0.296,-0.296,0.0,0.355,0.645,0,1,0
574,Why do you interrupt me?,-0.34,-0.34,0.0,0.375,0.625,0,1,0
575,"For God’s sake don’t be so noisy, Cohn!” “Oh, cut it out, Mike,” Cohn said.",-0.5623,-0.5623,0.0,0.263,0.737,0,1,0
576,"Why don’t you say something?” “I said all I had to say the other night, Mike.” “I’m not one of you literary chaps.” Mike stood shakily and leaned against the table.",-0.1779,-0.1779,0.0,0.055,0.945,0,1,0
577,“I’m not clever.,-0.357,-0.357,0.0,0.554,0.446,0,1,0
578,Take that sad Jewish face away.,-0.4767,-0.4767,0.0,0.383,0.617,0,1,0
579,He was almost crying.,-0.4228,-0.4228,0.0,0.483,0.517,0,1,0
580,Outside on the square it had stopped raining and the moon was trying to get through the clouds.,-0.2263,-0.2263,0.0,0.101,0.899,0,1,0
581,The military band was playing and the crowd was massed on the far side of the square where the fireworks specialist and his son were trying to send up fire balloons.,-0.1531,-0.1531,0.054,0.072,0.873,0,1,0
582,There was no one dancing in the square.,-0.296,-0.296,0.0,0.239,0.761,0,1,0
583,The gravel was too wet.,-0.128,-0.128,0.0,0.273,0.727,0,1,0
584,"The wind brought them all down, and Don Manuel Orquito’s face was sweaty in the light of his complicated fireworks that fell into the crowd and charged and chased, sputtering and cracking, between the legs of the people.",-0.2023,-0.2023,0.0,0.046,0.954,0,1,0
585,"The people shouted as each new luminous paper bubble careened, caught fire, and fell.",-0.34,-0.34,0.0,0.156,0.844,0,1,0
586,"“A bunch of bloody globos illuminados.” “Come on,” said Brett.",-0.4404,-0.4404,0.0,0.244,0.756,0,1,0
587,"Inside, the café was crowded and very noisy.",-0.2484,-0.2484,0.0,0.222,0.778,0,1,0
588,No one noticed us come in.,-0.296,-0.296,0.0,0.306,0.694,0,1,0
589,"It was the Bar Milano, a small, tough bar where you could get food and where they danced in the back room.",-0.128,-0.128,0.0,0.07,0.93,0,1,0
590,"“This is a hell of a place,” Bill said.",-0.6808,-0.6808,0.0,0.434,0.566,0,1,0
591,"We’re going to festa the English.” “I’ll festa them,” Bill said, “What the hell are they doing at this fiesta?” “Come on,” Mike said.",-0.6808,-0.6808,0.0,0.167,0.833,0,1,0
592,We’re going to festa the bloody English.,-0.4404,-0.4404,0.0,0.326,0.674,0,1,0
593,I hate the English.,-0.5719,-0.5719,0.0,0.649,0.351,0,1,0
594,“I thought I’d sit here because I felt a little tight.” “What a hell of a reason for sitting with any one.,-0.6527,-0.6527,0.0,0.203,0.797,0,1,0
595,Go on to bed.” “Was I rude enough to him?” Brett asked.,-0.4588,-0.4588,0.0,0.231,0.769,0,1,0
596,I’m so sick of him!” “He doesn’t add much to the gayety.” “He depresses me so.” “He’s behaved very badly.” “Damned badly.,-0.8872,-0.8872,0.0,0.355,0.645,0,1,0
597,He can’t believe it didn’t mean anything.” “I know.” “Nobody else would behave as badly.,-0.4767,-0.4767,0.0,0.181,0.819,0,1,0
598,"Oh, I’m so sick of the whole thing.",-0.6418,-0.6418,0.0,0.377,0.623,0,1,0
599,"“I’d be as big an ass as Cohn,” I said.",-0.5423,-0.5423,0.0,0.304,0.696,0,1,0
600,Talk about anything you like.” “Don’t be difficult.,-0.3612,-0.3612,0.0,0.263,0.737,0,1,0
601,"You’re the only person I’ve got, and I feel rather awful to-night.” “You’ve got Mike.” “Yes, Mike.",-0.4588,-0.4588,0.0,0.167,0.833,0,1,0
602,Please don’t make me feel any worse than I do.” Brett was nervous as I had never seen her before.,-0.4404,-0.4404,0.102,0.231,0.667,0,1,0
603,“My nerves are rotten.” We each drank a glass of the smooth amontillado brandy.,-0.1027,-0.1027,0.0,0.104,0.896,0,1,0
604,"I hate him, myself.” “I hate him, too,” she shivered.",-0.8126,-0.8126,0.0,0.514,0.486,0,1,0
605,“I hate his damned suffering.” We walked arm in arm down the side street away from the crowd and the lights of the square.,-0.743,-0.743,0.0,0.223,0.777,0,1,0
606,I’m mad about the Romero boy.,-0.4939,-0.4939,0.0,0.39,0.61,0,1,0
607,I’ve never been able to help anything.” “You ought to stop it.” “How can I stop it?,-0.1779,-0.1779,0.134,0.219,0.647,0,1,0
608,I can’t stop things.,-0.296,-0.296,0.0,0.524,0.476,0,1,0
609,"“Let’s go and find him.” Together we walked down the gravel path in the park in the dark, under the trees and then out from under the trees and past the gate into the street that led into town.",-0.128,-0.128,0.0,0.038,0.962,0,1,0
610,He was at a table with other bull-fighters and bull-fight critics.,-0.296,-0.296,0.0,0.196,0.804,0,1,0
611,I stood up and we shook hands.,-0.1027,-0.1027,0.0,0.219,0.781,0,1,0
612,"I think he was sure, but he did not want to make any mistake.",-0.4182,-0.4182,0.103,0.276,0.622,0,1,0
613,“You fight to-morrow?” I said.,-0.3818,-0.3818,0.0,0.464,0.536,0,1,0
614,“Algabeno was hurt to-day in Madrid.,-0.5267,-0.5267,0.0,0.405,0.595,0,1,0
615,“Badly?” He shook his head.,-0.1027,-0.1027,0.0,0.259,0.741,0,1,0
616,He shook his head.,-0.1027,-0.1027,0.0,0.318,0.682,0,1,0
617,“You kill your friends?” she asked.,-0.6908,-0.6908,0.0,0.485,0.515,0,1,0
618,“So they don’t kill me.” He looked at her across the table.,-0.6908,-0.6908,0.0,0.299,0.701,0,1,0
619,"It would be very bad, a torero who speaks English.” “Why?” asked Brett.",-0.5849,-0.5849,0.0,0.256,0.744,0,1,0
620,“It would be bad.,-0.5423,-0.5423,0.0,0.538,0.462,0,1,0
621,The people would not like it.,-0.2755,-0.2755,0.0,0.297,0.703,0,1,0
622,Not yet.” “Why not?” “They would not like it.,-0.2755,-0.2755,0.0,0.209,0.791,0,1,0
623,"I must forget English.” “Don’t forget it, yet,” Brett said.",-0.4215,-0.4215,0.0,0.352,0.648,0,1,0
624,It was not pleasant.,-0.4023,-0.4023,0.0,0.474,0.526,0,1,0
625,The coffee-glasses and our three empty cognac-glasses were on the table.,-0.2023,-0.2023,0.0,0.153,0.847,0,1,0
626,"“Damned English swine come here and insult Mike and try and spoil the fiesta.” “They’re so bloody,” Mike said.",-0.5106,-0.5106,0.0,0.155,0.845,0,1,0
627,"“I hate the English.” “They can’t insult Mike,” Bill said.",-0.7906,-0.7906,0.0,0.467,0.533,0,1,0
628,They can’t insult Mike.,-0.5106,-0.5106,0.0,0.524,0.476,0,1,0
629,Who cares if he is a damn bankrupt?” His voice broke.,-0.3612,-0.3612,0.194,0.355,0.452,0,1,0
630,“I wish to hell I was a bankrupt.,-0.7579,-0.7579,0.194,0.59,0.216,0,1,0
631,"“It never makes any difference what the English say.” “The dirty swine,” Bill said.",-0.4404,-0.4404,0.0,0.182,0.818,0,1,0
632,“They’re stupid.,-0.5267,-0.5267,0.0,0.773,0.227,0,1,0
633,“That’s what people usually get bitter about.” In front of the ticket-booths out in the square there were two lines of people waiting.,-0.4215,-0.4215,0.0,0.113,0.887,0,1,0
634,"“I don’t know where she is.” “The hell you don’t!” “You can shut your face.” “Tell me where Brett is.” “I’ll not tell you a damn thing.” “You know where she is.” “If I did I wouldn’t tell you.” “Oh, go to hell, Cohn,” Mike called from the table.",-0.8494,-0.8494,0.041,0.173,0.785,0,1,0
635,Is that where she is?” “Go to hell!” “I’ll make you tell me”—he stepped forward—“you damned pimp.” I swung at him and he ducked.,-0.4389,-0.4389,0.0,0.116,0.884,0,1,0
636,"“Where the hell were you?” “Oh, I was around.” “You didn’t want to mix in it?” “He knocked Mike down, too,” Edna said.",-0.6868,-0.6868,0.05,0.189,0.762,0,1,0
637,"He’s so big.” “I was hoping he would knock down a waiter,” Mike said, “and get arrested.",-0.0772,-0.0772,0.141,0.156,0.704,0,1,0
638,"I never play games, even.” Mike took a drink.",-0.2584,-0.2584,0.0,0.253,0.747,0,1,0
639,"“I never liked to hunt, you know.",-0.3252,-0.3252,0.0,0.28,0.72,0,1,0
640,There was always the danger of having a horse fall on you.,-0.5267,-0.5267,0.0,0.254,0.746,0,1,0
641,"“I borrowed a hundred pesetas from Montoya to-night.” “The hell you did,” I said.",-0.6808,-0.6808,0.0,0.295,0.705,0,1,0
642,"“I’ll pay it back,” Mike said.",-0.1027,-0.1027,0.0,0.219,0.781,0,1,0
643,"“I always pay everything back.” “That’s why you’re a bankrupt, isn’t it?” Edna said.",-0.6124,-0.6124,0.0,0.312,0.688,0,1,0
644,I looked back at them and at the empty tables.,-0.2023,-0.2023,0.0,0.184,0.816,0,1,0
645,"They were raking the lawns and burning leaves in the road, and I stopped for a long time and watched.",-0.2263,-0.2263,0.0,0.101,0.899,0,1,0
646,It was all strange.,-0.2023,-0.2023,0.0,0.375,0.625,0,1,0
647,"He’s been in a jam, and he’s asking for you.” “The hell with him.” “Go on.",-0.6808,-0.6808,0.0,0.247,0.753,0,1,0
648,Go on up and see him.” I did not want to climb another flight of stairs.,-0.0572,-0.0572,0.0,0.08,0.92,0,1,0
649,"He’s in bad shape.” “You were drunk a little while ago,” I said.",-0.7096,-0.7096,0.0,0.396,0.604,0,1,0
650,"“I’m drunk now,” Bill said.",-0.34,-0.34,0.0,0.375,0.625,0,1,0
651,There was no light in the room.,-0.296,-0.296,0.0,0.268,0.732,0,1,0
652,"Cohn was lying, face down, on the bed in the dark.",-0.5267,-0.5267,0.0,0.254,0.746,0,1,0
653,Cohn was crying.,-0.4767,-0.4767,0.0,0.608,0.392,0,1,0
654,"There he was, face down on the bed, crying.",-0.4767,-0.4767,0.0,0.279,0.721,0,1,0
655,"“I’m sorry, Jake.",-0.0772,-0.0772,0.0,0.394,0.606,0,1,0
656,“I was crazy.,-0.34,-0.34,0.0,0.545,0.455,0,1,0
657,"You must see how it was.” “Oh, that’s all right.” “I couldn’t stand it about Brett.” “You called me a pimp.” I did not care.",-0.3875,-0.3875,0.0,0.107,0.893,0,1,0
658,I was crazy.” “That’s all right.” He was crying.,-0.4767,-0.4767,0.0,0.307,0.693,0,1,0
659,“I’m going away in the morning.” He was crying without making any noise.,-0.4767,-0.4767,0.0,0.205,0.795,0,1,0
660,"I’ve been through hell, Jake.",-0.6808,-0.6808,0.0,0.535,0.465,0,1,0
661,It’s been simply hell.,-0.6808,-0.6808,0.0,0.605,0.395,0,1,0
662,“I guess it isn’t any damn use.” “What?” “Everything.,-0.4019,-0.4019,0.0,0.252,0.748,0,1,0
663,“It’s all right.” “I felt so terribly.,-0.6825,-0.6825,0.0,0.435,0.565,0,1,0
664,"I’ve been through such hell, Jake.",-0.6808,-0.6808,0.0,0.479,0.521,0,1,0
665,"“You’ll shake hands, won’t you?” “Sure.",-0.1779,-0.1779,0.0,0.254,0.746,0,1,0
666,Why not?” We shook hands.,-0.1027,-0.1027,0.0,0.259,0.741,0,1,0
667,There was only a bad headache.,-0.5423,-0.5423,0.0,0.467,0.533,0,1,0
668,A drunk slipped and fell.,-0.34,-0.34,0.0,0.444,0.556,0,1,0
669,Just then another drunk started out from the fence with a blouse in his hands.,-0.34,-0.34,0.0,0.156,0.844,0,1,0
670,"The two policemen tore out, collared him, one hit him with a club, and they dragged him against the fence and stood flattened out against the fence as the last of the crowd and the bulls went by.",-0.0516,-0.0516,0.0,0.032,0.968,0,1,0
671,"The bull picked another man running in front, but the man disappeared into the crowd, and the crowd was through the gate and into the ring with the bulls behind them.",-0.3291,-0.3291,0.0,0.073,0.927,0,1,0
672,You could tell by the degree of intensity in the shout how bad a thing it was that was happening.,-0.5423,-0.5423,0.0,0.163,0.837,0,1,0
673,"For fun—you understand.” He shook his head and walked away, carrying the coffee-pots.",-0.1027,-0.1027,0.0,0.104,0.896,0,1,0
674,One shook his head.,-0.1027,-0.1027,0.0,0.318,0.682,0,1,0
675,Dead.,-0.6486,-0.6486,0.0,1.0,0.0,0,1,0
676,He’s dead.,-0.6486,-0.6486,0.0,0.811,0.189,0,1,0
677,"“No fun in that for me.” Later in the day we learned that the man who was killed was named Vicente Girones, and came from near Tafalla.",-0.296,-0.296,0.101,0.137,0.762,0,1,0
678,"Behind them marched all the members of the dancing and drinking societies of Pamplona, Estella, Tafalla, and Sanguesa who could stay over for the funeral.",-0.3612,-0.3612,0.0,0.094,0.906,0,1,0
679,"The train started with a jerk, and then ran smoothly, going down grade around the edge of the plateau and out into the fields of grain that blew in the wind on the plain on the way to Tafalla.",-0.34,-0.34,0.0,0.061,0.939,0,1,0
680,"The bull who killed Vicente Girones was named Bocanegra, was Number 118 of the bull-breeding establishment of Sanchez Tabemo, and was killed by Pedro Romero as the third bull of that same afternoon.",-0.8658,-0.8658,0.032,0.223,0.744,0,1,0
681,My jaw was sore on both sides.,-0.3612,-0.3612,0.0,0.294,0.706,0,1,0
