,Sentence,sentiment,CompScore,PosScore,NegScore,NeuScore,PosFlag,NegFlag,NeuFlag
476,“So that’s the way it was in Vienna.” “It was like everything in Vienna.” Brett smiled at him again.,0.7184,0.7184,0.261,0.0,0.739,1,0,0
477,"“You’ve a nice friend, Jake.” “He’s all right,” I said.",0.7184,0.7184,0.5,0.0,0.5,1,0,0
478,“She’s damned nice.,0.0516,0.0516,0.437,0.406,0.156,1,0,0
479,Think they’d like a couple of stuffed race-horses?” “We better eat.” “Is she really Lady something or other?” Bill asked in the taxi on our way down to the Ile Saint Louis.,0.6966,0.6966,0.166,0.0,0.834,1,0,0
480,"“Oh, yes.",0.4019,0.4019,0.73,0.0,0.27,1,0,0
481,"Bill had eaten at the restaurant in 1918, and right after the armistice, and Madame Lecomte made a great fuss over seeing him.",0.6249,0.6249,0.163,0.0,0.837,1,0,0
482,"“Grand woman, though.” We had a good meal, a roast chicken, new green beans, mashed potatoes, a salad, and some apple-pie and cheese.",0.4404,0.4404,0.132,0.0,0.868,1,0,0
483,She raised her hand.,0.4939,0.4939,0.516,0.0,0.484,1,0,0
484,"“Oh, my God!” “You’ll be rich.” “I hope so.” After the coffee and a _fine_ we got the bill, chalked up the same as ever on a slate, that was doubtless one of the “quaint” features, paid it, shook hands, and went out.",0.5707,0.5707,0.114,0.031,0.854,1,0,0
485,"The river was dark and a bateau mouche went by, all bright with lights, going fast and quiet up and out of sight under the bridge.",0.4404,0.4404,0.108,0.0,0.892,1,0,0
486,"“It’s pretty grand,” Bill said.",0.4939,0.4939,0.444,0.0,0.556,1,0,0
487,"“God, I love to get back.” We leaned on the wooden rail of the bridge and looked up the river to the lights of the big bridges.",0.6369,0.6369,0.144,0.0,0.856,1,0,0
488,"The arc-light shone through the leaves of the trees in the square, and underneath the trees was an S bus ready to start.",0.3612,0.3612,0.106,0.0,0.894,1,0,0
489,The girl ladled some onto a plate for an old man who stood holding a bottle of red wine in one hand.,0.4939,0.4939,0.144,0.0,0.856,1,0,0
490,“What do you want to do?” I asked.,0.0772,0.0772,0.178,0.0,0.822,1,0,0
491,"How are you, old lad?” “You look very fit, Mike.” “Oh, I am.",0.4201,0.4201,0.202,0.0,0.798,1,0,0
492,"“It’s good to see you, Jake,” Michael said.",0.4404,0.4404,0.293,0.0,0.707,1,0,0
493,"Amazing, isn’t it?",0.5859,0.5859,0.655,0.0,0.345,1,0,0
494,“I reached up to help her with them and they fell on me.” Brett gestured at him from the bar with her cigarette-holder and wrinkled the corners of her eyes.,0.4767,0.4767,0.128,0.0,0.872,1,0,0
495,"You _are_ a lovely lady, Brett.",0.5859,0.5859,0.487,0.0,0.513,1,0,0
496,"Do get a good hat.” “Oh, we’ve so much money now,” Brett said.",0.4404,0.4404,0.209,0.0,0.791,1,0,0
497,"You _are_ a lovely host, Jake.” She turned to Mike.",0.5859,0.5859,0.322,0.0,0.678,1,0,0
498,I thought I might as well take it.,0.2732,0.2732,0.296,0.0,0.704,1,0,0
499,"I say, Brett, you _are_ a lovely piece.",0.5859,0.5859,0.432,0.0,0.568,1,0,0
500,With this nose?” “It’s a lovely nose.,0.5859,0.5859,0.432,0.0,0.568,1,0,0
501,"Isn’t she a lovely piece?” “Couldn’t we have kept the man in Scotland?” “I say, Brett, let’s turn in early.” “Don’t be indecent, Michael.",0.6322,0.6322,0.159,0.0,0.841,1,0,0
502,Remember there are ladies at this bar.” “Isn’t she a lovely piece?,0.5859,0.5859,0.275,0.0,0.725,1,0,0
503,"“Who’s fighting?” “Ledoux and somebody.” “He’s very good, Ledoux,” Mike said.",0.4927,0.4927,0.242,0.0,0.758,1,0,0
504,"“I’d like to see it, rather”—he was making an effort to pull himself together—“but I can’t go.",0.3612,0.3612,0.143,0.0,0.857,1,0,0
505,"I say, Brett, do get a new hat.” Brett pulled the felt hat down far over one eye and smiled out from under it.",0.5423,0.5423,0.143,0.0,0.857,1,0,0
506,"I say, Brett, you are a lovely piece.” “Go on to the fight,” Brett said.",0.5859,0.5859,0.241,0.0,0.759,1,0,0
507,"What are these outbursts of affection, Michael?” “I say, you are a lovely piece.” We said good night.",0.8779,0.8779,0.419,0.0,0.581,1,0,0
508,Brett laughed.,0.4588,0.4588,0.75,0.0,0.25,1,0,0
509,"Mike had one hand on the bar and was leaning toward Brett, talking.",0.4939,0.4939,0.211,0.0,0.789,1,0,0
510,"Brett was looking at him quite coolly, but the corners of her eyes were smiling.",0.6124,0.6124,0.222,0.0,0.778,1,0,0
511,"Outside on the pavement I said: “Do you want to go to the fight?” “Sure,” said Bill.",0.0772,0.0772,0.08,0.0,0.92,1,0,0
512,"“If we don’t have to walk.” “Mike was pretty excited about his girl friend,” I said in the taxi.",0.6808,0.6808,0.259,0.0,0.741,1,0,0
513,It was a good fight.,0.0772,0.0772,0.387,0.347,0.267,1,0,0
514,"He was having a very quiet time, he said, bathing, playing some golf and much bridge.",0.2023,0.2023,0.114,0.0,0.886,1,0,0
515,"“Hello, darling.” Brett put out her hand.",0.4939,0.4939,0.348,0.0,0.652,1,0,0
516,"You’re sure we wouldn’t just be a bloody nuisance?” “Don’t talk like a fool.” “I’m a little tight, you know.",0.2263,0.2263,0.221,0.134,0.645,1,0,0
517,I wouldn’t ask you like this if I weren’t.,0.3612,0.3612,0.294,0.0,0.706,1,0,0
518,"You’re sure you don’t mind?” “Oh, shut up, Michael,” Brett said.",0.3182,0.3182,0.187,0.0,0.813,1,0,0
519,"“He’s out at Chantilly dining with some people.” “He’s a good chap.” “Splendid chap,” said Mike.",0.4404,0.4404,0.172,0.0,0.828,1,0,0
520,Remember him perfectly.,0.6369,0.6369,0.677,0.0,0.323,1,0,0
521,"Brett can’t get up in the morning.” “Indeed not!” “If our money comes and you’re sure you don’t mind.” “It will come, all right.",0.3802,0.3802,0.101,0.0,0.899,1,0,0
522,"Be a good chap.” “We _have_ got the loveliest hotel,” Mike said.",0.4404,0.4404,0.225,0.0,0.775,1,0,0
523,"Seemed frightfully pleased we were going to stay all night.” “_I_ believe it’s a brothel,” Mike said.",0.0516,0.0516,0.148,0.138,0.714,1,0,0
524,What would you like me to say?” We walked along and turned a corner.,0.3612,0.3612,0.172,0.0,0.828,1,0,0
525,"“He behaved rather well, too.",0.2732,0.2732,0.344,0.0,0.656,1,0,0
526,"He gets a little dull.” “Does he?” “I rather thought it would be good for him.” “You might take up social service.” “Don’t be nasty.” “I won’t.” “Didn’t you really know?” “No,” I said.",0.504,0.504,0.095,0.0,0.905,1,0,0
527,He can always not come.” “I’ll write him and give him a chance to pull out of it.” I did not see Brett again until the night of the 24th of June.,0.25,0.25,0.065,0.0,0.935,1,0,0
528,He’s keen about it.” “My God!” “I thought it was rather odd myself.” “Says he can’t wait to see me.” “Does he think you’re coming alone?” “No.,0.126,0.126,0.093,0.076,0.831,1,0,0
529,"It was a lovely day, not too hot, and the country was beautiful from the start.",0.8271,0.8271,0.372,0.0,0.628,1,0,0
530,“We want to eat in the first service.” The conductor put the ten francs in his pocket.,0.0772,0.0772,0.075,0.0,0.925,1,0,0
531,"“Having a good trip?” “Wonderful,” said Bill.",0.4404,0.4404,0.367,0.0,0.633,1,0,0
532,“That’s what you want to do.,0.0772,0.0772,0.206,0.0,0.794,1,0,0
533,"“What you always said was: ‘See America first!’ I will say we’ve seen a good deal, take it one way and another.” “Say, there’s plenty of Americans on this train,” the husband said.",0.4926,0.4926,0.096,0.0,0.904,1,0,0
534,We got some of the best fishing in the State of Montana.,0.6369,0.6369,0.276,0.0,0.724,1,0,0
535,She smoothed her comfortable lap.,0.5106,0.5106,0.452,0.0,0.548,1,0,0
536,"“I voted against prohibition to please him, and because I like a little beer in the house, and then he talks that way.",0.5859,0.5859,0.202,0.0,0.798,1,0,0
537,"They can’t do a thing like that.” “You try and get seats.” “Well, mother, it looks as though we better go back and get another breakfast.” She stood up and straightened her dress.",0.6597,0.6597,0.153,0.0,0.847,1,0,0
538,Our friend and his family did not come back.,0.4939,0.4939,0.286,0.0,0.714,1,0,0
539,"The pastureland was green, and there were fine trees, and sometimes big rivers and chateaux off in the trees.",0.2023,0.2023,0.091,0.0,0.909,1,0,0
540,"At Tours we got off and bought another bottle of wine, and when we got back in the compartment the gentleman from Montana and his wife and his son, Hubert, were sitting comfortably.",0.4215,0.4215,0.08,0.0,0.92,1,0,0
541,“Is there good swimming in Biarritz?” asked Hubert.,0.4404,0.4404,0.293,0.0,0.707,1,0,0
542,"“It’s pretty hard on youngsters travelling.” “There’s good swimming,” I said.",0.6908,0.6908,0.421,0.097,0.483,1,0,0
543,“We sure did.,0.3182,0.3182,0.535,0.0,0.465,1,0,0
544,"We set right there when they started to come in, and they must have just thought we were in the party.",0.4019,0.4019,0.119,0.0,0.881,1,0,0
545,“It certainly shows you the power of the Catholic Church.,0.34,0.34,0.211,0.0,0.789,1,0,0
546,"“When do us Protestants get a chance to eat, father?” “I don’t know anything about it.",0.25,0.25,0.125,0.0,0.875,1,0,0
547,"Haven’t you got tickets?” “It’s enough to make a man join the Klan,” Bill said.",0.296,0.296,0.145,0.0,0.855,1,0,0
548,Inside the dining-car the waiters served the fifth successive table d’hôte meal.,0.2732,0.2732,0.16,0.0,0.84,1,0,0
549,"There were wide fire-gaps cut through the pines, and you could look up them like avenues and see wooded hills way off.",0.1027,0.1027,0.102,0.085,0.813,1,0,0
550,"“Well, I hope you have lots of luck,” he said.",0.4404,0.4404,0.266,0.0,0.734,1,0,0
551,"“Be careful about those bull-fights.” “Maybe we’ll see you at Biarritz,” Hubert said.",0.1531,0.1531,0.118,0.0,0.882,1,0,0
552,"Have a good trip?” “Fine,” I said.",0.4404,0.4404,0.42,0.0,0.58,1,0,0
553,"“I’m awfully glad to meet you,” Robert said to Bill.",0.5095,0.5095,0.268,0.0,0.732,1,0,0
554,"It was a nice hotel, and the people at the desk were very cheerful, and we each had a good small room.",0.8588,0.8588,0.358,0.0,0.642,1,0,0
555,"CHAPTER                                    10  In the morning it was bright, and they were sprinkling the streets of the town, and we all had breakfast in a café.",0.4404,0.4404,0.112,0.0,0.888,1,0,0
556,Bayonne is a nice town.,0.4215,0.4215,0.483,0.0,0.517,1,0,0
557,It is like a very clean Spanish town and it is on a big river.,0.6697,0.6697,0.333,0.0,0.667,1,0,0
558,"Finally he came in, and we bought a pretty good rod cheap, and two landing-nets.",0.7269,0.7269,0.337,0.0,0.663,1,0,0
559,"Cohn made some remark about it being a very good example of something or other, I forget what.",0.3167,0.3167,0.167,0.1,0.733,1,0,0
560,"It seemed like a nice cathedral, nice and dim, like Spanish churches.",0.8625,0.8625,0.602,0.0,0.398,1,0,0
561,"It was hot, but the town had a cool, fresh, early-morning smell and it was pleasant sitting in the café.",0.8847,0.8847,0.393,0.0,0.607,1,0,0
562,We agreed he must have just come in from the garden.,0.2732,0.2732,0.174,0.0,0.826,1,0,0
563,It was really an awfully clean hotel.,0.5034,0.5034,0.352,0.0,0.648,1,0,0
564,"We passed some lovely gardens and had a good look back at the town, and then we were out in the country, green and rolling, and the road climbing all the time.",0.7717,0.7717,0.188,0.0,0.812,1,0,0
565,"We passed lots of Basques with oxen, or cattle, hauling carts along the road, and nice farmhouses, low roofs, and all white-plastered.",0.1779,0.1779,0.112,0.084,0.803,1,0,0
566,In the Basque country the land all looks very rich and green and the houses and villages look well-off and clean.,0.7645,0.7645,0.258,0.0,0.742,1,0,0
567,Every village had a pelota court and on some of them kids were playing in the hot sun.,0.2023,0.2023,0.101,0.0,0.899,1,0,0
568,"Robert Cohn asked, pointing with his finger, if there were any trout in the stream, and the carabineer said yes, but not many.",0.2144,0.2144,0.078,0.0,0.922,1,0,0
569,"I asked him if he ever fished, and he said no, that he didn’t care for it.",0.25,0.25,0.165,0.113,0.722,1,0,0
570,He took it and thanked me.,0.4404,0.4404,0.367,0.0,0.633,1,0,0
571,"For a while the country was much as it had been; then, climbing all the time, we crossed the top of a Col, the road winding back and forth on itself, and then it was really Spain.",0.2023,0.2023,0.05,0.0,0.95,1,0,0
572,"Down below there were grassy plains and clear streams, and then we crossed a stream and went through a gloomy little village, and started to climb again.",0.25,0.25,0.096,0.059,0.846,1,0,0
573,"After a while we came out of the mountains, and there were trees along both sides of the road, and a stream and ripe fields of grain, and the road went on, very white and straight ahead, and then lifted to a little rise, and off on the left was a hill with an old castle, with buildings close around it and a field of grain going right up to the walls and shifting in the wind.",0.2878,0.2878,0.03,0.0,0.97,1,0,0
574,"Then we crossed a wide plain, and there was a big river off on the right shining in the sun from between the line of trees, and away off you could see the plateau of Pamplona rising out of the plain, and the walls of the city, and the great brown cathedral, and the broken skyline of the other churches.",0.25,0.25,0.065,0.049,0.886,1,0,0
575,"There was a crowd of kids watching the car, and the square was hot, and the trees were green, and the flags hung on their staffs, and it was good to get out of the sun and under the shade of the arcade that runs all the way around the square.",0.4404,0.4404,0.056,0.0,0.944,1,0,0
576,"Montoya was glad to see us, and shook hands and gave us good rooms looking out on the square, and then we washed and cleaned up and went down-stairs in the dining-room for lunch.",0.6705,0.6705,0.154,0.037,0.809,1,0,0
577,It is always cool in the down-stairs dining-room and we had a very good lunch.,0.6697,0.6697,0.314,0.0,0.686,1,0,0
578,He said it with an air of superior knowledge that irritated both of us.,0.128,0.128,0.189,0.162,0.649,1,0,0
579,"“It’s a sure thing they’ll come,” I said.",0.3182,0.3182,0.315,0.0,0.685,1,0,0
580,He smiled.,0.5423,0.5423,0.778,0.0,0.222,1,0,0
581,"“You’ll probably win it back at bridge, anyway.” “You haven’t got it yet,” Bill said.",0.5859,0.5859,0.213,0.0,0.787,1,0,0
582,"“It’s not open till four.” We had coffee at the Iruña, sitting in comfortable wicker chairs looking out from the cool of the arcade at the big square.",0.6808,0.6808,0.177,0.0,0.823,1,0,0
583,"It was very hot, but I kept on the shady side of the streets and went through the market and had a good time seeing the town again.",0.5927,0.5927,0.133,0.0,0.867,1,0,0
584,The first time I ever saw it I thought the façade was ugly but I liked it now.,0.3716,0.3716,0.196,0.114,0.69,1,0,0
585,"It was dim and dark and the pillars went high up, and there were people praying, and it smelt of incense, and there were some wonderful big windows.",0.7351,0.7351,0.193,0.0,0.807,1,0,0
586,"I knelt and started to pray and prayed for everybody I thought of, Brett and Mike and Bill and Robert Cohn and myself, and all the bull-fighters, separately for the ones I liked, and lumping all the rest, then I prayed for myself again, and while I was praying for myself I found I was getting sleepy, so I prayed that the bull-fights would be good, and that it would be a fine fiesta, and that we would get some fishing.",0.9246,0.9246,0.189,0.0,0.811,1,0,0
587,"I wondered if there was anything else I might pray for, and I thought I would like to have some money, so I prayed that I would make a lot of money, and then I started to think how I would make it, and thinking of making money reminded me of the count, and I started wondering about where he was, and regretting I hadn’t seen him since that night in Montmartre, and about something funny Brett told me about him, and as all the time I was kneeling with my forehead on the wood in front of me, and was thinking of myself as praying, I was a little ashamed, and regretted that I was such a rotten Catholic, but realized there was nothing I could do about it, at least for a while, and maybe never, but that anyway it was a grand religion, and I only wished I felt religious and maybe I would the next time; and then I was out in the hot sun on the steps of the cathedral, and the forefingers and the thumb of my right hand were still damp, and I felt them dry in the sun.",0.8329,0.8329,0.083,0.041,0.876,1,0,0
588,I was enjoying Cohn’s nervousness.,0.296,0.296,0.447,0.289,0.263,1,0,0
589,I hoped Brett would be on the train.,0.3818,0.3818,0.302,0.0,0.698,1,0,0
590,I have never seen a man in civil life as nervous as Robert Cohn—nor as eager.,0.1027,0.1027,0.151,0.127,0.723,1,0,0
591,I was enjoying it.,0.5267,0.5267,0.63,0.0,0.37,1,0,0
592,"We waited till everybody had gone through and out of the station and gotten into buses, or taken cabs, or were walking with their friends or relatives through the dark into the town.",0.4767,0.4767,0.088,0.0,0.912,1,0,0
593,"Can you bet on bull-fights?” “You could,” Bill said, “but you don’t need to.” “It would be like betting on the war,” I said.",0.3612,0.3612,0.102,0.0,0.898,1,0,0
594,"“You don’t need any economic interest.” “I’m very curious to see them,” Robert said.",0.3804,0.3804,0.166,0.0,0.834,1,0,0
595,He had a telegram in his hand.,0.4939,0.4939,0.39,0.0,0.61,1,0,0
596,"“That sounds like a good idea,” Cohn said.",0.6597,0.6597,0.519,0.0,0.481,1,0,0
597,"“This is a comfortable café,” he said.",0.5106,0.5106,0.398,0.0,0.602,1,0,0
598,"“Did you have a good night, Jake?” “I slept like a log.” “I didn’t sleep very well.",0.7778,0.7778,0.394,0.0,0.606,1,0,0
599,He seems like a nice old fellow.,0.6486,0.6486,0.57,0.0,0.43,1,0,0
600,"“They may not come here for three or four days now if they start on parties at San Sebastian.” “That’s just it,” said Robert.",0.4019,0.4019,0.105,0.0,0.895,1,0,0
601,He was being confidential now and it was giving him pleasure to be able to talk with the understanding that I knew there was something between him and Brett.,0.7269,0.7269,0.19,0.0,0.81,1,0,0
602,“I wish I could go.,0.4019,0.4019,0.474,0.0,0.526,1,0,0
603,We’ve been looking forward to this fishing all winter.” He was being sentimental about it.,0.3182,0.3182,0.141,0.0,0.859,1,0,0
604,As soon as they come I’ll bring them right up.” “Let’s find Bill.” “I want to go over to the barber-shop.” “See you at lunch.” I found Bill up in his room.,0.0772,0.0772,0.042,0.0,0.958,1,0,0
605,"“Oh, yes, he told me all about it last night,” Bill said.",0.4019,0.4019,0.197,0.0,0.803,1,0,0
606,“He’s a great little confider.,0.6249,0.6249,0.577,0.0,0.423,1,0,0
607,"Thank God, I’m a travelling man.",0.5574,0.5574,0.605,0.0,0.395,1,0,0
608,"Haven’t you got some more Jewish friends you could bring along?” He rubbed his chin with his thumb, looked at it, and then started scraping again.",0.5233,0.5233,0.119,0.0,0.881,1,0,0
609,"“You’ve got some fine ones yourself.” “Oh, yes.",0.5423,0.5423,0.429,0.0,0.571,1,0,0
610,"The funny thing is he’s nice, too.",0.6908,0.6908,0.533,0.0,0.467,1,0,0
611,I like him.,0.3612,0.3612,0.714,0.0,0.286,1,0,0
612,She said she thought it would be good for him.” “What bloody-fool things people do.,0.4404,0.4404,0.172,0.0,0.828,1,0,0
613,"Why not me?” He looked at his face carefully in the glass, put a big dab of lather on each cheek-bone.",0.128,0.128,0.073,0.0,0.927,1,0,0
614,“It’s an honest face.,0.5106,0.5106,0.524,0.0,0.476,1,0,0
615,It’s a face any woman would be safe with.” “She’d never seen it.” “She should have.,0.4404,0.4404,0.172,0.0,0.828,1,0,0
616,"My son”—he pointed the razor at me—“go west with this face and grow up with the country.” He ducked down to the bowl, rinsed his face with cold water, put on some alcohol, and then looked at himself carefully in the glass, pulling down his long upper lip.",0.128,0.128,0.031,0.0,0.969,1,0,0
617,"People were on top of the bus, and others were climbing up a ladder.",0.2023,0.2023,0.13,0.0,0.87,1,0,0
618,"Bill went up and Robert sat beside Bill to save a place for me, and I went back in the hotel to get a couple of bottles of wine to take with us.",0.4939,0.4939,0.099,0.0,0.901,1,0,0
619,"Men and women were sitting on all the baggage and boxes on top, and the women all had their fans going in the sun.",0.2023,0.2023,0.073,0.0,0.927,1,0,0
620,It certainly was hot.,0.34,0.34,0.444,0.0,0.556,1,0,0
621,Robert climbed down and I fitted into the place he had saved on the one wooden seat that ran across the top.,0.5574,0.5574,0.195,0.0,0.805,1,0,0
622,"A Basque with a big leather wine-bag in his lap lay across the top of the bus in front of our seat, leaning back against our legs.",0.2023,0.2023,0.07,0.0,0.93,1,0,0
623,"He offered the wine-skin to Bill and to me, and when I tipped it up to drink he imitated the sound of a klaxon motor-horn so well and so suddenly that I spilled some of the wine, and everybody laughed.",0.6948,0.6948,0.141,0.0,0.859,1,0,0
624,He apologized and made me take another drink.,0.3182,0.3182,0.247,0.0,0.753,1,0,0
625,He was very good at it.,0.4927,0.4927,0.39,0.0,0.61,1,0,0
626,The Basques liked it.,0.4215,0.4215,0.483,0.0,0.517,1,0,0
627,As soon as we started out on the road outside of town it was cool.,0.3182,0.3182,0.141,0.0,0.859,1,0,0
628,It felt nice riding high up and close under the trees.,0.4215,0.4215,0.219,0.0,0.781,1,0,0
629,"The bus went quite fast and made a good breeze, and as we went out along the road with the dust powdering the trees and down the hill, we had a fine view, back through the trees, of the town rising up from the bluff above the river.",0.5719,0.5719,0.097,0.0,0.903,1,0,0
630,"“Pretty nice, eh?” “These Basques are swell people,” Bill said.",0.4215,0.4215,0.237,0.0,0.763,1,0,0
631,He wore a black smock like all the rest.,0.3612,0.3612,0.263,0.0,0.737,1,0,0
632,"The Basque wagged a forefinger at him and handed the bottle back, slapping in the cork with the palm of his hand.",0.4939,0.4939,0.138,0.0,0.862,1,0,0
633,"“Not like that.” One snatched the bottle away from the owner, who was himself about to give a demonstration.",0.4404,0.4404,0.196,0.0,0.804,1,0,0
634,"He was a young fellow and he held the wine-bottle at full arms’ length and raised it high up, squeezing the leather bag with his hand so the stream of wine hissed into his mouth.",0.4939,0.4939,0.088,0.0,0.912,1,0,0
635,“Whose wine is that?” The drinker waggled his little finger at him and smiled at us with his eyes.,0.5423,0.5423,0.163,0.0,0.837,1,0,0
636,The road climbed up into the hills and left the rich grain-fields below.,0.5574,0.5574,0.231,0.0,0.769,1,0,0
637,"It was cool and dusky, and we stood in front of a long wooden counter with two women behind it serving drinks.",0.3182,0.3182,0.103,0.0,0.897,1,0,0
638,"Then we bought, and then we all went out into the sunlight and the heat, and climbed back on top of the bus.",0.2023,0.2023,0.076,0.0,0.924,1,0,0
639,I was going to go back but my wife she don’t like to travel.,0.5023,0.5023,0.213,0.0,0.787,1,0,0
640,"“I been in Chicago, St. Louis, Kansas City, Denver, Los Angeles, Salt Lake City.” He named them carefully.",0.128,0.128,0.081,0.0,0.919,1,0,0
641,"“You can’t get this in America, eh?” “There’s plenty if you can pay for it.” “What you come over here for?” “We’re going to the fiesta at Pamplona.” “You like the bull-fights?” “Sure.",0.6946,0.6946,0.164,0.037,0.799,1,0,0
642,"“I guess I like them.” Then after a little: “Where you go now?” “Up to Burguete to fish.” “Well,” he said, “I hope you catch something.” He shook hands and turned around to the back seat again.",0.6124,0.6124,0.139,0.036,0.825,1,0,0
643,The other Basques had been impressed.,0.4767,0.4767,0.383,0.0,0.617,1,0,0
644,He sat back comfortably and smiled at me when I turned around to look at the country.,0.743,0.743,0.31,0.0,0.69,1,0,0
645,The bus levelled down onto the straight line of road that ran to Burguete.,0.2263,0.2263,0.128,0.0,0.872,1,0,0
646,I’m not going to wade a stream in this weather.” There was an upright piano in the far corner of the room beyond the wooden tables and Bill went over and started to play.,0.34,0.34,0.07,0.0,0.93,1,0,0
647,"Well, I thought, it’s only a few days.",0.2732,0.2732,0.296,0.0,0.704,1,0,0
648,"He blew his breath at me to show how cold it was, and went on playing.",0.2023,0.2023,0.107,0.0,0.893,1,0,0
649,Bill was still playing.,0.2023,0.2023,0.375,0.0,0.625,1,0,0
650,“This isn’t going to keep me warm permanently.” I went out and told the woman what a rum punch was and how to make it.,0.2263,0.2263,0.079,0.0,0.921,1,0,0
651,"We did not lose money on the wine, and the girl was shy but nice about bringing it.",0.5898,0.5898,0.244,0.069,0.687,1,0,0
652,After supper we went up-stairs and smoked and read in bed to keep warm.,0.2263,0.2263,0.128,0.0,0.872,1,0,0
653,It felt good to be warm and in bed.,0.5859,0.5859,0.407,0.0,0.593,1,0,0
654,The stream was clear and shallow but it did not look trouty.,0.2023,0.2023,0.141,0.0,0.859,1,0,0
655,They slid out of sight as I lifted the sod and I dug carefully and got a good many.,0.5267,0.5267,0.239,0.0,0.761,1,0,0
656,Burying your money?” “You lazy bum!” “Been working for the common good?,0.2621,0.2621,0.221,0.156,0.623,1,0,0
657,Splendid.,0.5859,0.5859,1.0,0.0,0.0,1,0,0
658,"I want you to do that every morning.” “Come on,” I said.",0.0772,0.0772,0.126,0.0,0.874,1,0,0
659,I thought you just wanted me to get up for fun.,0.5106,0.5106,0.268,0.0,0.732,1,0,0
660,Fine.,0.2023,0.2023,1.0,0.0,0.0,1,0,0
661,"You go out and dig some more worms and I’ll be right down.” “Oh, go to hell!” “Work for the good of all.” Bill stepped into his underclothes.",0.4926,0.4926,0.106,0.0,0.894,1,0,0
662,When you’re feeling .,0.128,0.128,0.429,0.0,0.571,1,0,0
663,When they’re feeling .,0.128,0.128,0.429,0.0,0.571,1,0,0
664,It’s just like the Fratellinis used to be.” The girl came in with the coffee and buttered toast.,0.3612,0.3612,0.128,0.0,0.872,1,0,0
665,I wish I could talk Spanish.” The coffee was good and we drank it out of big bowls.,0.6808,0.6808,0.286,0.0,0.714,1,0,0
666,That’s better.,0.4404,0.4404,0.744,0.0,0.256,1,0,0
667,"And you claim you want to be a writer, too.",0.0772,0.0772,0.14,0.0,0.86,1,0,0
668,What do you want me to do?,0.0772,0.0772,0.178,0.0,0.822,1,0,0
669,Coffee is good for you.,0.4404,0.4404,0.42,0.0,0.58,1,0,0
670,Nobody that ever left their own country ever wrote anything worth printing.,0.2263,0.2263,0.147,0.0,0.853,1,0,0
671,You get precious.,0.5719,0.5719,0.649,0.0,0.351,1,0,0
672,"You hang around cafés.” “It sounds like a swell life,” I said.",0.3612,0.3612,0.217,0.0,0.783,1,0,0
673,One group claims women support you.,0.4019,0.4019,0.351,0.0,0.649,1,0,0
674,"Like Henry’s bicycle.” He had been going splendidly, but he stopped.",0.1154,0.1154,0.269,0.166,0.565,1,0,0
675,“A plane is sort of like a tricycle.,0.2975,0.2975,0.269,0.0,0.731,1,0,0
676,"The joystick works the same way.” “But you don’t pedal it.” “No,” I said, “I guess you don’t pedal it.” “Let’s lay off that,” Bill said.",0.1779,0.1779,0.066,0.0,0.934,1,0,0
677,"I was just standing up for the tricycle.” “I think he’s a good writer, too,” Bill said.",0.4404,0.4404,0.172,0.0,0.828,1,0,0
678,Anybody ever tell you you were a good guy?” “I’m not a good guy.” “Listen.,0.7003,0.7003,0.345,0.0,0.655,1,0,0
679,He was in love with General Grant.,0.7717,0.7717,0.573,0.0,0.427,1,0,0
680,Lincoln just freed the slaves on a bet.,0.4019,0.4019,0.31,0.0,0.69,1,0,0
681,"The trees were big, and the foliage was thick but it was not gloomy.",0.1695,0.1695,0.114,0.0,0.886,1,0,0
682,"There was no undergrowth, only the smooth grass, very green and fresh, and the big gray trees well spaced as though it were a park.",0.3535,0.3535,0.167,0.079,0.754,1,0,0
683,"Finally, the road came out on the top of the hills.",0.2023,0.2023,0.153,0.0,0.847,1,0,0
684,We were on the top of the height of land that was the highest part of the range of wooded hills we had seen from Burguete.,0.2023,0.2023,0.067,0.0,0.933,1,0,0
685,There were wild strawberries growing on the sunny side of the ridge in a little clearing in the trees.,0.5423,0.5423,0.22,0.0,0.78,1,0,0
686,"The hills ahead were not wooded, and there were great fields of yellow gorse.",0.6249,0.6249,0.24,0.0,0.76,1,0,0
687,That’s a nice word.,0.4215,0.4215,0.583,0.0,0.417,1,0,0
688,"Bill put the pack against one of the trees and we jointed up the rods, put on the reels, tied on leaders, and got ready to fish.",0.3612,0.3612,0.088,0.0,0.912,1,0,0
689,“You’re sure this thing has trout in it?” Bill asked.,0.3182,0.3182,0.204,0.0,0.796,1,0,0
690,“Where’d I better go?,0.4404,0.4404,0.592,0.0,0.408,1,0,0
691,Up or down?” “Down is the best.,0.6369,0.6369,0.412,0.0,0.588,1,0,0
692,"“Take a worm can.” “No, I don’t want one.",0.0772,0.0772,0.178,0.0,0.822,1,0,0
693,Bill waved his hand and started down the stream.,0.4939,0.4939,0.286,0.0,0.714,1,0,0
694,It was so cold my hand and wrist felt numbed.,0.3744,0.3744,0.259,0.142,0.599,1,0,0
695,"I put back the slab of wood, and hoped nobody would find the wine.",0.3818,0.3818,0.178,0.0,0.822,1,0,0
696,"Before I could finish baiting, another trout jumped at the falls, making the same lovely arc and disappearing into the water that was thundering down.",0.5859,0.5859,0.142,0.0,0.858,1,0,0
697,"He was a good trout, and I banged his head against the timber so that he quivered out straight, and then slipped him into my bag.",0.5859,0.5859,0.179,0.0,0.821,1,0,0
